57558b36e4b065ecebd306b2,Labour Canteen,schema:FoodEstablishment
57558b35e4b065ecebd306ad,Lyonese Bouchon,schema:Restaurant
57558b36e4b065ecebd306d4,Norman Restaurant,schema:Restaurant
57558b36e4b065ecebd306d7,Provençal Restaurant,schema:Restaurant
57558b36e4b065ecebd306da,Savoyard Restaurant,schema:Restaurant
57558b36e4b065ecebd306ba,Southwestern French Restaurant,schema:Restaurant
4d4ae6fc7a7b7dea34424761,Fried Chicken Joint,schema:FoodEstablishment
55d25775498e9f6a0816a37a,Friterie,schema:FoodEstablishment
4bf58dd8d48988d155941735,Gastropub,schema:BarOrPub
4bf58dd8d48988d10d941735,German Restaurant,schema:Restaurant
56aa371ce4b08b9a8d573583,Apple Wine Pub,schema:BarOrPub
56aa371ce4b08b9a8d573572,Bavarian Restaurant,schema:Restaurant
56aa371ce4b08b9a8d57358e,Bratwurst Joint,schema:FoodEstablishment
56aa371ce4b08b9a8d57358b,Currywurst Joint,schema:FoodEstablishment
56aa371ce4b08b9a8d573574,Franconian Restaurant,schema:Restaurant
56aa371ce4b08b9a8d573592,German Pop-Up Restaurant,schema:Restaurant
56aa371ce4b08b9a8d573578,Palatine Restaurant,schema:Restaurant
56aa371ce4b08b9a8d57357b,Rhenisch Restaurant,schema:Restaurant
56aa371ce4b08b9a8d573587,Schnitzel Restaurant,schema:Restaurant
56aa371ce4b08b9a8d57357f,Silesian Restaurant,schema:Restaurant
56aa371ce4b08b9a8d573576,Swabian Restaurant,schema:Restaurant
4c2cd86ed066bed06c3c5209,Gluten-free Restaurant,schema:Restaurant
4bf58dd8d48988d10e941735,Greek Restaurant,schema:Restaurant
53d6c1b0e4b02351e88a83e8,Bougatsa Shop,schema:FoodEstablishment
53d6c1b0e4b02351e88a83e2,Cretan Restaurant,schema:Restaurant
53d6c1b0e4b02351e88a83d8,Fish Taverna,schema:Restaurant
53d6c1b0e4b02351e88a83d6,Grilled Meat Restaurant,schema:Restaurant
53d6c1b0e4b02351e88a83e6,Kafenio,schema:Restaurant
53d6c1b0e4b02351e88a83e4,Magirio,schema:Restaurant
53d6c1b0e4b02351e88a83da,Meze Restaurant,schema:Restaurant
53d6c1b0e4b02351e88a83d4,Modern Greek Restaurant,schema:Restaurant
