3038999,602
3039154,1052
3039163,8022
3039604,2363
3039678,3066
3040051,15853
3040132,7211
3040141,594
3040686,11223
3041204,3292
3041519,1419
3041563,20430
290594,44411
291074,115949
291279,10000
291339,2000
291696,33575
292223,1137347
292231,30000
292239,26395
292672,543733
292688,16000
292878,62415
292913,408733
292932,226172
292953,24716
292968,603492
1120483,12087
1120487,12021
1120711,10104
1120863,13737
1120879,7366
1120985,49851
1121271,6541
1122408,6979
1122747,10000
1123004,64256
1123343,9096
1123424,6400
1125155,29264
1125444,55641
1125896,15967
1126606,7407
1127110,52121
1127547,13579
1127628,15377
1127768,47823
1128239,11034
1128265,25636
1129516,15018
1129636,8942
1129648,24544
1129678,12412
1129867,9000
1130065,7756
1130131,12191
1130469,1000
1130490,56369
1130497,13247
1131162,13471
1131316,49157
1131462,13388
1132495,22363
1133270,5405
1133310,14160
1133453,75900
1133574,17345
1133616,303282
1134720,43934
1134762,11635
1135158,16952
1135689,161902
1136469,96123
1136575,64933
1136863,15133
1137148,5521
1137168,71531
1137807,17484
1138336,391190
1138958,3043532
1139085,12106
1139715,200331
1139807,15032
1140026,272806
1141089,30000
1141269,141000
1141540,43588
1141857,103601
1142170,44421
1142239,10480
1142264,43561
1142404,18086
1142545,9659
1143838,8263
1143874,9642
1143901,9012
1144559,3307
1144942,12779
1145352,53676
1145866,11935
1145904,15000
1146822,6835
1147066,22305
1147242,61863
1147290,114883
1147540,108449
1147851,12526
1148106,18623
1148205,15708
1148268,12120
1148311,48400
1148390,894
1148658,29208
1148709,10023
1149052,9196
1429434,65000
1456960,1600
1465349,1068
1469706,15098
8534261,2200
3575975,727
3576022,24226
3576050,1433
3576057,1878
3576074,969
3576085,623
3576144,1668
3576236,623
3576260,619
3576264,666
3576311,1325
3576338,789
3576344,831
3576361,1657
3576397,2526
3573374,2035
3573407,274
3573496,942
363243,15147
363320,1349
363383,3916
781443,11955
781863,650
781919,4015
781979,10663
781988,61530
782048,3243
782061,14848
782070,10686
782337,3850
782393,3735
782523,3651
782535,2655
782632,1429
782661,17832
782756,58259
782806,683
782843,4900
783059,11556
783148,23437
783214,2438
783259,7890
783263,100903
783408,14046
783493,15405
783508,11212
783606,7114
832209,12691
2595331,2994
3183691,1113
3183708,4973
3183719,89546
3183814,4893
3183824,4
3183875,374801
3184081,88245
3184099,14138
3184136,2698
3184197,6912
3184238,2332
3184252,5620
3184264,10064
3184290,6657
3184388,6495
3184497,7513
3184517,22679
3184518,60000
3184575,2604
3184702,2157
3184743,4951
3184806,8282
3184862,41469
3184935,18695
3185012,24825
3185060,18166
3185082,21286
3185087,1177
3185133,4078
3185211,29354
3185270,11026
3185377,4596
3185638,10458
3185670,60995
3185672,56297
3185728,122034
3185897,14269
3186084,46866
3186137,2500
3186145,10361
174703,1323
174704,1130
174706,2238
174709,1221
174710,8200
174713,2925
174714,4080
174716,1162
174717,2114
174725,12192
174726,5419
174743,2120
174748,864
174755,2241
174764,1793
174769,2206
174770,2780
174775,3905
174776,1671
174782,1011
174794,1368
174805,1751
174820,1713
174823,4540
174828,4174
174849,1940
174875,33160
174884,4582
174895,20379
174896,1000
174904,2080
174907,1842
174918,1034
174931,2504
174940,1998
174941,1028
174942,1912
174947,1682
174964,3192
174965,1349
174968,3758
174969,4215
174972,15208
174979,20562
174980,1045
174983,2434
174984,1718
174991,28832
174997,1726
175002,1925
175006,1195
175007,4707
391233,2354
612561,1893
613075,1360
616034,4484
616037,1470
616039,1390
616046,1340
616052,1093485
616053,1285
616055,1346
616056,4233
616060,1154
616061,1746
616062,46540
616065,10705
616071,3789
616072,1287
616076,1803
616094,4173
616097,1853
616100,3931
616101,1989
616103,1614
616108,11382
616109,7709
616117,1153
616119,3235
616120,1184
616121,1276
616123,1102
616136,3968
616137,1949
616138,2531
616139,3857
616150,1089
616158,1551
616159,1207
616160,1407
616174,2248
616178,7318
616184,1816
616187,4945
616194,23782
616199,15059
616202,1226
616208,1613
616211,2295
616213,1135
616220,2872
616224,1007
616230,1587
616231,1757
616250,17083
616255,6173
616259,1096
616262,1115
616265,1111
616273,1364
616278,2343
616285,989
616288,1231
616289,1345
616290,2159
616291,4333
616297,1838
616299,1167
616303,2436
616306,1637
616320,4768
616328,5348
616330,4524
616333,5119
616340,1462
616341,4896
616345,1386
616350,3049
616352,1597
616356,1811
616359,2485
616361,5426
616375,7010
616383,1227
616385,4019
616391,1499
616396,1018
616399,1623
616400,4961
616401,1032
616403,1964
616410,1934
616411,2570
616412,1973
616416,4767
616417,8789
616418,2702
616421,1107
616424,2659
616429,1727
616435,18911
616438,11037
616441,2946
616442,1644
616445,3308
616446,4959
616453,1521
616456,1024
616464,2197
616465,1101
616471,4105
616474,1517
616476,1710
616479,1192
616480,2511
616481,1306
616484,2148
616488,4182
616489,1032
616492,2097
616522,1510
616523,2581
616530,101098
616535,1817
616537,1728
616554,4247
616572,2274
616573,3521
616576,5104
616590,1252
616593,2950
616598,1340
616599,21680
616617,1512
616620,1843
616627,14737
616629,40795
616631,25963
616632,2031
616634,3370
616635,148381
616639,2109
616645,2113
616646,1060
616648,4705
616650,1050
616652,994
616657,1877
616659,1088
616668,1947
616669,2114
616682,2409
616692,1597
616697,6827
616699,1305
616701,1019
616702,1264
616712,2011
616716,3570
616719,1162
616722,3078
616724,1696
616729,1032
616735,2986
616741,2795
616742,2484
616744,1016
616748,1186
616752,13478
616757,2157
616763,1785
616769,3080
616773,1740
616786,6153
616789,2771
616790,6972
616791,3902
616792,1678
616802,8374
616806,1114
616822,1228
616823,3089
616824,2982
616828,3024
616835,4448
616844,1201
616848,997
616849,2431
616850,1358
616851,1606
616853,2654
616855,2888
616872,1501
616874,3520
616877,18779
616879,1131
616881,2244
616882,2660
616888,3086
616898,3808
616912,2528
616913,1703
616914,2047
616915,1623
616916,2089
616917,1522
616918,2455
616920,2435
616921,1403
616931,1235
616932,1884
616933,1373
616935,1738
616936,3214
616938,1442
616941,999
616944,2707
616953,5670
616954,1634
616955,1532
616971,1675
616974,13184
616981,1787
616982,3444
616989,7672
617002,2913
617003,1252
617018,1278
617019,1575
617026,35673
617027,1379
793638,1297
793672,1273
793693,1916
799614,1973
823723,3150
823745,2008
823748,1850
823755,3193
823791,1459
823793,1959
823800,3841
823802,3458
823805,1499
823807,1081
823808,3309
823809,2346
823810,2323
823811,2325
823812,1762
823813,1060
859714,2095
866081,1874
866089,1362
866090,1140
866091,3472
866092,1726
866093,2181
866095,1879
866097,1267
866098,1095
866134,1134
866135,1212
866137,2131
866138,1041
145531,40498
145724,20115
876123,4972
876177,18465
876233,5168
876485,4764
2236568,60008
2236967,67491
2239001,18352
2239076,383100
2239520,24220
2239862,87046
2240449,2776168
2242001,28224
2242885,12837
2243271,66020
3345497,10970
3346015,33277
3346598,8915
3346821,10169
3347019,80149
3347353,32203
3347719,21115
3347762,102541
3347853,24346
3347939,207932
3348078,113624
3348313,226145
3349580,7677
3350246,16977
3350372,18855
3351014,19150
3351380,10549
3351500,21205
3351663,151226
9376229,5811
6696480,1258
3427213,88781
3427273,2114
3427279,2124
3427327,15529
3427386,3988
3427387,22500
3427388,19101
3427399,7101
3427404,1526
3427408,114000
3427420,5375
3427428,32027
3427431,23257
3427439,1261
3427443,9334
3427454,3488
3427537,11928
3427582,7992
3427593,2334
3427659,1234
3427761,31106
3427826,698
3427833,104325
3427877,3067
3427885,1333
3427994,2901
3428068,38247
3428071,22634
3428079,5447
3428182,8330
3428264,1687
3428287,14056
3428359,18410
3428424,1254
3428453,2059
3428481,11626
3428576,47452
3428577,23736
3428644,7396
3428708,15347
3428759,47626
3428776,1473
3428858,11137
3428928,6452
3428975,15606
3428992,45190
3429024,1307
3429054,4384
3429157,4429
3429160,11174
3429210,3350
3429403,18349
3429426,3374
3429439,13807
3429560,3668
3429567,3566
3429576,38635
3429577,387158
3429594,90184
3429631,872
3429652,518788
3429710,1541
3429713,8455
3429721,9767
3429732,17491
3429738,8557
3429764,6143
3429765,2329
3429777,32038
3429778,4477
3429786,15579
3429790,54189
3429801,1832
3429820,3973
3429843,1301
3429864,4987
3429866,12231
3429886,323739
3429902,33515
3429949,19124
3429980,226517
3429996,1714
3430015,2256
3430029,5685
3430064,2058
3430104,43805
3430105,5818
3430178,5970
3430180,11588
3430182,1747
3430186,5324
3430219,1672
3430340,56528
3430383,2671
3430402,7573
3430443,80478
3430545,319934
3430598,24671
3430601,22229
3430631,2233
3430648,6088
3430708,52949
3430709,30649
3430760,9012
3430798,1135
3430836,2015
3430857,5547
3430863,553935
3430940,7026
3430943,4994
3430968,5806
3430988,81749
3431005,4466
3431161,3616
3431184,1214
3431188,3414
3431244,2856
3431245,1201
3431272,1415
3431367,1438
3431460,2995
3431606,11811
3431777,4244
3431916,6200
3432043,694167
3432079,24716
3432122,1448
3432355,10067
3432463,2115
3432466,1594
3432653,3948
3432707,3816
3432760,8591
3432768,1852
3433291,1487
3433349,24905
3433363,7902
3433373,4115
3433513,8687
3433564,1587
3433567,2333
3433575,1166
3433580,4413
3433638,641
3433648,4530
3433658,78676
3433663,33120
3433715,70245
3433743,6315
3433747,2264
3433751,3529
3433753,28756
3433769,917
3433773,3513
3433803,31758
3433809,4150
3433815,2982
3433820,1431
3433836,28814
3433839,8259
3433842,1152
3433899,221383
3433901,26745
3433919,1979
3433944,1947
3433956,16333
3433959,13789
3434095,26399
3434291,19571
3434731,12780
3434932,5127
3434995,14544
3434997,3079
3435030,1925
3435038,25190
3435103,36390
3435178,1768
3435196,1650
3435217,339067
3435258,1464
3435261,145210
3435264,67895
3435266,7398
3435273,4800
3435283,5655
3435295,4093
3435330,4570
3435331,1620
3435338,880
3435340,3584
3435344,8407
3435356,57000
3435364,15000
3435399,1055
3435444,2337
3435453,2538
3435486,30655
3435525,1153
3435532,5323
3435570,1405
3435612,2109
3435679,3287
3435688,2123
3435701,5860
3435734,11039
3435750,9228
3435765,10088
3435789,12040
3435810,81612
3435910,13076300
3435966,7977
3435988,1063
3435989,2173
3436003,48231
3436030,10889
3436043,167498
3436077,138942
3436100,3652
3436124,50823
3436134,77474
3436199,53941
3436205,3484
3436230,23077
3436267,2142
3436287,20683
3436370,7917
3436398,1022
3436433,1127
3436448,6652
3832080,4038
3832132,31534
3832189,7732
3832260,50783
3832376,6650
3832388,2902
3832398,1549
3832518,2857
3832560,2834
3832602,2525
3832603,1566
3832607,1161
3832608,2945
3832631,1922
3832647,31209
3832648,1467
3832653,19092
3832658,5832
3832662,16841
3832669,2789
3832694,92453
3832705,2535
3832711,7526
3832719,5155
3832729,4679
3832731,196
3832733,3605
3832734,5888
3832756,28009
3832759,7303
3832763,7110
3832769,2829
3832773,4707
3832778,44271
3832779,1585
3832783,5639
3832791,69451
3832793,9328
3832795,2165
3832797,12029
3832805,2683
3832806,2081
3832811,43511
3832815,21683
3832899,48940
3832917,8994
3832923,6565
3832934,25139
3832957,1598
3832959,8939
3833027,19797
3833062,72340
3833094,4686
3833111,6962
3833112,24668
3833211,5486
3833283,3596
3833367,58028
3833391,1200
3833412,15369
3833424,2341
3833463,4747
3833675,6395
3833794,24747
3833859,47136
3833871,2993
3833880,3426
3833883,93442
3833947,6658
3833995,9587
3834048,14000
3834251,3046
3834339,2383
3834352,3868
3834361,14509
3834397,5478
3834403,5640
3834459,1895
3834502,27838
3834542,1549
3834601,60819
3834665,5184
3834813,48459
3834814,4028
3834843,8470
3834961,6087
3834971,18757
3834985,4812
3835238,7939
3835297,6978
3835304,1374
3835348,2291
3835351,2670
3835372,6394
3835402,3646
3835582,2042
3835691,2316
3835695,5521
3835710,8292
3835793,59072
3835866,2358
3835869,354692
3835921,9040
3835937,2000
3835938,6788
3835941,4489
3835943,9504
3835994,111424
3836170,4059
3836194,43565
3836238,2493
3836277,489505
3836284,2179
3836407,4883
3836564,305891
3836620,74059
3836669,109163
3836769,1715
3836772,58430
3836846,127742
3836873,781023
3836951,23519
3836992,82549
3836993,10140
3837056,183982
3837124,21809
3837213,447048
3837239,3272
3837240,21018
3837441,16873
3837624,3295
3837625,2067
3837675,59062
3837702,188812
3837823,14286
3837857,10465
3837893,1215
3837943,11101
3837956,6771
3837960,2882
3837980,16966
3837985,4000
3837987,1240
3838057,4290
3838158,6864
3838174,2870
3838194,2223
3838201,7238
3838233,512686
3838235,6411
3838237,1205
3838294,2099
3838460,2791
3838506,18361
3838583,1173533
3838638,12468
3838793,53389
3838797,18155
3838826,1386
3838840,2939
3838854,52681
3838859,85700
3838874,153757
3838902,16632
3839262,12798
3839263,14204
3839282,7151
3839307,26335
3839381,3699
3839479,88713
3839482,6208
3839490,32083
3839565,10959
3839588,4534
3839668,3851
3839982,57209
3840076,3397
3840082,6143
3840092,64555
3840104,10237
3840159,1634
3840276,1000
3840300,81879
3840432,3948
3840470,5429
3840762,4624
3840809,3387
3840860,40969
3840885,25186
3840896,12273
3841035,1170
3841143,1467
3841149,12488
3841232,3372
3841301,3222
3841309,14985
3841475,3588
3841490,87652
3841500,24436
3841908,1072
3841912,2567
3841937,2246
3841956,262295
3842140,4393
3842142,8176
3842190,48199
3842268,5318
3842559,2548
3842593,2328
3842621,12660
3842662,11629
3842670,86320
3842796,1911
3842881,34718
3842882,7652
3843026,4508
3843123,242092
3843407,3157
3843436,3056
3843504,1207
3843619,15129
3843647,3245
3843803,23771
3843830,6920
3843871,6914
3843881,5497
3844159,1979
3844229,6855
3844267,2385
3844377,11159
3844421,876884
3844424,4204
3844679,1714
3844759,1765
3844832,2225
3844899,24226
3844933,2195
3845073,8628
3845202,9364
3845251,2658
3845254,2470
3845330,28070
3845344,4768
3845398,1896
3845490,1908
3845549,2032
3845575,2804
3845977,2689
3846080,3212
3846175,6610
3846236,2720
3846484,2047
3846514,6421
3846610,1672
3846616,2627
3846634,4323
3846864,41808
3846915,49267
3846991,9971
3847482,6663
3847516,4505
3847613,14649
3847617,1017
3847836,12793
3847911,4615
3847933,11317
3847971,1312
3848164,10354
3848209,9151
3848216,4673
3848242,1541
3848343,5282
3848353,9303
3848687,26955
3848863,2116
3848950,162620
3849140,14751
3849196,1073
3849388,2376
3849557,3021
3849924,3812
3849980,1389
3850005,7819
3850732,954
3850888,2744
3850920,12250
3850929,7137
3851072,2406
3851100,4046
3851181,3503
3851331,15112
3851798,7235
3851985,7066
3851993,3625
3852125,1140
3852279,11490
3852374,24796
3852468,19908
3852480,5492
3853330,9680
3853331,7406
3853350,10592
3853354,85007
3853479,1453
3853491,19185
3853510,26825
3853562,4560
3853592,2773
3853616,1139
3853643,4245
3853745,6990
3853748,3778
3853767,5002
3853782,6483
3853783,4671
3853786,5785
3853788,10357
3853923,1567
3853935,6857
3853967,11369
3853974,8637
3853981,7779
3854008,5630
3854093,1020
3854102,2304
3854153,2498
3854318,3000
3854331,10486
3854334,1801
3854336,7435
3854493,5271
3854494,2524
3854724,5263
3854895,32427
3854985,74650
3854988,2185
3855041,16270
3855056,2846
3855065,73212
3855066,2597
3855067,8614
3855074,15741
3855075,57029
3855092,1016
3855098,5492
3855114,6813
3855115,1279
3855116,19811
3855117,3823
3855121,5595
3855124,10351
3855131,2133
3855143,12536
3855237,3737
3855244,18374
3855284,5753
3855302,14750
3855368,6401
3855370,14390
3855394,13682
3855554,18294
3855588,8061
3855666,30951
3855719,3788
3855763,4055
3855974,28486
3856022,35885
3856231,23961
3856235,15900
3856236,1298
3856436,10871
3856496,1510
3856776,1083
3857012,10243
3857756,3782
3857879,1399
3857887,2162
3857974,8357
3858088,2815
3858553,9780
3858677,8000
3858765,15537
3858909,1395
3859000,3655
3859036,9861
3859278,2929
3859296,1860
3859384,19545
3859409,5597
3859429,5645
3859500,3155
3859512,20164
3859521,1052
3859535,1344
3859552,47380
3859828,28166
3859839,6862
3859904,18296
3859951,1288
3859965,19070
3859974,10470
3860079,1873
3860129,9882
